Corp Num,企業名,都道府県,市内,Homepage,ステータス,上場,電話番号,郵便番号,住所,従業員数,設立年月日,事業内容
3430001040354,株式会社イオテクノ,北海道,札幌市中央区,http://www.io-techno.co.jp/index.html,,未上場,011-211-0830,640809,北海道札幌市中央区南九条西５丁目１番５号リバーパーク中島公園３０３号,16,2005-06,会計ソフトウェア開発事業、給与計算システム開発事業、出勤管理ソフトウェア開発事業、会計ソフトウェア販売事業
9430001029631,株式会社ソフトウェア札幌,北海道,札幌市中央区,http://www.sw-s.ne.jp,,未上場,011-708-6102,0640822,北海道札幌市中央区北二条西２８丁目１番２６号エストラーダ円山,30,2001-02-01,ビジネス向けソフトウェア開発事業、自治体向けITソリューション開発事業、基幹システム運用支援事業、介護ソフトウェア開発事業
3430003008218,DiGiYa合同会社,北海道,札幌市手稲区,http://digiya.com,,未上場,011-695-6030,60016,北海道札幌市手稲区富丘六条４丁目９番１６号,3,2017-02-20,ネットワークインフラ設置事業、パソコンメンテナンス事業、コンピューターおよびネットワークサポート事業、データレスキュー事業
5450001001229,株式会社弘文社,北海道,旭川市,https://www.gift-life.net/index.html,,未上場,0166-31-9327,788213,北海道旭川市三条通１９丁目左６号,9,1965-07,ギフト販売事業、雑貨卸事業、贈答品流通卸売事業、販売促進品卸売事業
2430002000234,有限会社アートオブライフ,北海道,札幌市手稲区,http://aol.main.jp,,未上場,011-684-8776,60853,北海道札幌市手稲区星置三条５丁目３番３６号,7,1995-10,データ管理システム構築事業、GISソフトウェア開発事業
9430001015540,ベストシステム株式会社,北海道,札幌市中央区,,,未上場,,600062,北海道札幌市中央区南二条西９丁目１番地２,,,ハードウェア製品開発事業
9430002063150,有限会社リアルハート,北海道,札幌市中央区,https://www.dentalsystems.jp/corporate/outline.html,,未上場,011-206-8501,600002,北海道札幌市中央区北二条西２丁目４番地マルホビル,,,ソフトウェア流通事業
5430001063444,株式会社リンクルーズ,北海道,札幌市白石区,http://tokusha-g.com,,未上場,011-826-5408,30807,北海道札幌市白石区菊水七条２丁目４番２号,,,ネットワークインフラ設置事業
9420001008339,デジタルビュア株式会社,青森県,五所川原市,http://www.digitalviewer.net,,未上場,050-7512-3911,370016,青森県五所川原市字一ツ谷５２８番地１４,0,,ウェブアプリケーション開発事業、モバイルアプリケーション開発事業、写真プリント事業、年始のご挨拶カード印刷事業、フォトグラフィックプリント販売事業
2400002011795,有限会社プロファイル,岩手県,釜石市,http://www3.famille.ne.jp/~profile/index.html,,未上場,0193-27-5217,260053,岩手県釜石市定内町１丁目１１番４０号,,1999,建設業界向けソフトウェアソリューション開発事業、製造システム開発事業
1420001009518,マルマンコンピュータサービス株式会社,青森県,弘前市,https://mcs-kk.co.jp,,未上場,0172-33-5166,368051,青森県弘前市大字宮川３丁目５番地２,71,1982-09-25,医療システム開発事業、出勤管理ソフトウェア開発事業、ソフトウェア販売卸売事業、ビジネス向けソフトウェア開発事業、介護ソフトウェア開発事業
3420002015026,モダンスキル有限会社,青森県,弘前市,http://www.modernskill.jp,,未上場,0172-39-4141,368004,青森県弘前市大字大町３丁目１１番地９サンデュエル弘前駅前１３０５号,3,1999-04-01,コンピュータ販売事業、自動車産業向けソフトウェア開発事業
1400001005329,株式会社新興製作所,岩手県,花巻市,http://www.shinko-exc.co.jp,,未上場,0198-26-4311,250303,岩手県花巻市大畑第９地割９２番地６,148,1937-06-01,印刷機器卸売事業、パチンコ関連機器販売事業、印刷機器製造事業、パチンコ用品製造事業
4400001000459,川口印刷工業株式会社,岩手県,盛岡市,http://www.kpj.co.jp,,未上場,019-632-2211,0200841,岩手県盛岡市羽場１０地割１番地２,162,1914-07,宣伝物印刷事業、冊子印刷事業、冊子印刷業、インターネットポータルサイト運営事業、地域情報誌の編集・発行事業、自主出版支援事業、地域ポータルサイト運営事業
9370001012734,株式会社データウェイ・システムズ,宮城県,仙台市青葉区,http://www.dataway.co.jp/index.html,,未上場,022-214-6307,9800014,宮城県仙台市青葉区本町１丁目１４番２０号本町キクタビル２階,41,1994-01-17,ウェブアプリケーション開発事業、システムアドバイザリー事業、ソフトウェア販売卸売事業、ビジネス向けソフトウェア開発事業、データセンター管理事業
8370001001837,株式会社シーフォース,宮城県,仙台市太白区,https://www.cfourth.com,,未上場,022-746-4440,9820011,宮城県仙台市太白区長町６丁目１３番２号フリシャー仙台ビル１０１号,1,,出勤管理ソフトウェア開発事業、販売管理ソフトウェア販売事業、レジシステム開発事業
8370001013452,株式会社グローバルソフトウェアサービス,宮城県,仙台市青葉区,http://www.global-soft.co.jp,,未上場,022-355-5971,9800804,宮城県仙台市青葉区大町１丁目３番２号,24,2004-11,技術者派遣事業、監視カメラシステム製造事業、出入り管理システム開発事業
6370601002204,株式会社ティー・エス・シー,宮城県,仙台市青葉区,https://www.tscnet.co.jp,,未上場,022-217-1367,9800014,宮城県仙台市青葉区本町１丁目１１番１号,57,1998-07,制御システムエンジニアリング事業、在庫管理プログラム開発事業、会計ソフトウェア開発事業、医療システム開発事業
7410002000850,有限会社エヌ・ティ・ケイ,秋田県,秋田市,,,未上場,018-889-6235,101424,秋田県秋田市御野場３丁目６番９号,6,,ソフトウェア流通事業、制御システムエンジニアリング事業、パソコン保守サービス事業
9390002003466,有限会社プラネットコム,山形県,山形市,,,未上場,023-645-5218,9902434,山形県山形市旭が丘２番４７－６号,1,1999,ネットワークインフラ設置事業、ウェブアプリケーション開発事業、会計ソフトウェア開発事業
6380001003090,株式会社シリコンゲート,福島県,福島市,,,未上場,024-563-5751,9602101,福島県福島市さくら１丁目３番地の３,,2003-08,データマネジメント事業、データ管理システム構築事業、データベース開発事業
5050001037998,株式会社タビーナ,茨城県,取手市,https://tabeena.com,廃業や倒産している企業（合併による解散なども含む）です。,未上場,,3020004,茨城県取手市取手３丁目２番３７－１５０５号,,2014-07,ウェブアプリケーション開発事業、観光案内サービス提供事業
3050001007516,株式会社アイ・ビー・シー,茨城県,ひたちなか市,http://www.ibc-web.co.jp,,未上場,029-275-3797,3120032,茨城県ひたちなか市大字津田１９４６番地１４,8,1989-09,運行管理システム開発事業
8050001030439,メディカルサーブ株式会社,茨城県,牛久市,https://medical-sv.com,,未上場,029-873-2365,3001222,茨城県牛久市南７丁目４番地１１,,2001-07,顧客情報管理システム開発事業、情報システム運用管理事業、製造工程管理システム開発事業
6050001006754,株式会社コンピューター総合研究所,茨城県,水戸市,https://www.tokyo-cal.co.jp/,,未上場,029-303-8851,3100015,茨城県水戸市宮町２丁目３番８号,89,1986-12-23,ネットワークインフラ設置事業、システムインテグレーション事業、サーバー管理・運用事業
6050002009343,有限会社ミレー商会,茨城県,大洗町,http://www.milley.jp,,未上場,029-267-0228,3111313,茨城県東茨城郡大洗町成田町２８３１番地,1,,マーケティングコンサルティング事業、キッチン設備施工事業、キャラクターデザイン事業、インテリアデザイン事業、商業用家具販売事業、冷凍・冷蔵機器販売事業、フラッグ・バナー販売事業、緩衝材販売業、情報管理ソフトウェア販売事業
3050002007928,有限会社レッツ,栃木県,宇都宮市,https://www.rakuten.ne.jp/gold/auc-shop-aeru,,未上場,028-650-0312,3210982,栃木県宇都宮市御幸ケ原町１３３番地４０,2,,ゴルフ用品卸販売事業
1070003000403,日本クライマックス通信工業合資会社,群馬県,前橋市,http://www.cli.jp,,未上場,027-251-2737,3710846,群馬県前橋市元総社町１５２番地４１,5,2002-05,太陽光発電システム施工事業、広告クリエイティブ事業、ネットワークインフラ設置事業、デザイン制作事業、テレビ広告制作事業、テレビアンテナ施工事業、データセンター管理事業
9070001027416,株式会社ヴリックス,群馬県,前橋市,http://vrics.co.jp,,未上場,027-212-2406,3710024,群馬県前橋市表町１丁目３番３号,,2012-08,ネットワークインフラ設置事業、電子機器開発事業、レンタルWebサーバー事業
9070001019792,東毛情報開発株式会社,群馬県,太田市,http://www.t-jk.co.jp,,未上場,0276-45-0577,3730846,群馬県太田市中根町１２９番地５,18,1987-10,ネットワークインフラ設置事業、ウェブアプリケーション開発事業、制御システムエンジニアリング事業、技術者派遣事業、レジシステム開発事業、製造工程管理システム開発事業
9070001008242,藤田ソリューションパートナーズ株式会社,群馬県,高崎市,http://www.fujita-sp.co.jp/index.html,,未上場,027-361-7111,3700069,群馬県高崎市飯塚町１１７４番地５,110,1982-10,LAN設置工事事業、顧客情報管理システム開発事業、給与計算システム開発事業、セキュリティシステム開発事業、レジシステム開発事業、情報システム運用管理事業、通信システムの販売・提供事業
1070001018471,トラストソリューション株式会社,群馬県,渋川市,,,未上場,0279-20-3311,3770102,群馬県渋川市伊香保町伊香保３５４番地８,2,,パソコンメンテナンス事業
4070001005434,株式会社エイチケー,群馬県,前橋市,http://www.hk1.co.jp,,未上場,027-269-2731,3710007,群馬県前橋市上泉町１３０５番地,0,2007-09,研修セミナー事業、ネットワークインフラ設置事業、セミナー企画・運営事業、ネットワークアプリケーション開発事業
5030002111473,有限会社カモス,群馬県,渋川市,http://www.kamos.co.jp,,未上場,0279-26-2862,3770312,群馬県渋川市小野子２６５５番地１９,0,,音楽譜面の販売事業
2030001007659,株式会社本忠,埼玉県,さいたま市浦和区,http://www.motochu.co.jp,,未上場,048-827-0300,3300074,埼玉県さいたま市浦和区北浦和１丁目１９番９号リック北浦和１０１号室,1,1989-04,データベース開発事業
4030001118776,スマートルーティン株式会社,埼玉県,さいたま市浦和区,https://www.smart-routine.com,,未上場,048-814-0666,3300075,埼玉県さいたま市浦和区針ヶ谷１丁目８番１８号４階,0,2017-02-20,メディアコンテンツ制作事業、SNSアプリ開発事業
7030001075874,高石IT・経営コンサルティング株式会社,埼玉県,川口市,https://takaishi-net.co.jp,,未上場,048-269-0320,3330866,埼玉県川口市芝４丁目２番４号,2,1984-07,ネットワークインフラ設置事業、セキュリティアドバイザリー事業
9030001078181,株式会社フェロー,埼玉県,川口市,http://www.fellow-jp.com/sub1.html,,未上場,048-242-3681,3320034,埼玉県川口市並木２丁目４番５号第２マサキビル２階,6,1999-11,販売管理ソフトウェア開発事業、在庫管理プログラム開発事業、給与計算システム開発事業、出勤管理ソフトウェア開発事業、予約管理ソフトウェア開発事業、製造工程管理システム開発事業
8030001021976,株式会社オーシーエフ,埼玉県,さいたま市中央区,http://www.ocf.co.jp/index.html,,未上場,048-762-6827,3380013,埼玉県さいたま市中央区鈴谷２丁目５７７番地１５,4,2006-03,レジシステム開発事業
5030002110021,株式会社プラスソフト,埼玉県,川口市,http://www.plussoft.co.jp/index.html,,未上場,048-290-6140,3330801,埼玉県川口市東川口２丁目２番３０号ヴィラ東川口３０７,4,1999-08,医療施設用システム開発事業、営業活動支援システム開発事業、医療システム開発事業、学校や教育機関向けのシステム開発事業
9011001094427,株式会社ピストルズ,埼玉県,さいたま市浦和区,http://www.pistil-pistol.co.jp,,未上場,03-6805-0774,3300061,埼玉県さいたま市浦和区常盤１０丁目１０番１号,,2013-04,マーケティングコンサルティング事業、ブランド戦略策定事業
9030001102825,株式会社まちづくり熊谷,埼玉県,熊谷市,http://www.machi-dukurikumagaya.com,,未上場,048-501-8855,3600041,埼玉県熊谷市宮町２丁目３９番地,2,2014-06,メディアコンテンツ制作事業、アンケート調査代行事業、経済分析事業
4030001053932,モバイル・ネット・テクノロジー株式会社,埼玉県,さいたま市中央区,http://www.mn-t.jp/index.html,,未上場,048-859-6846,3380001,埼玉県さいたま市中央区上落合２丁目３番２号Ｍｉｏ新都心５階,1,2011-10,顧客情報管理システム開発事業、営業活動支援システム開発事業、ネットワークアプリケーション開発事業、スマートフォンアプリ開発事業
9030001028252,アイ・ティー・インフィニティー株式会社,埼玉県,所沢市,http://www.itinfini.com/index.html,,未上場,04-2995-8812,3590021,埼玉県所沢市東所沢５丁目１７番地の１モアステージ東所沢６０５,1,2006-08,パソコン学習支援事業
8030003007404,Mari-Ciel株式会社,埼玉県,さいたま市見沼区,https://mari-ciel.co.jp,,未上場,048-644-6008,3370032,埼玉県さいたま市見沼区大字東新井７１０番地５０,1,2015-05-07,モバイルアプリケーション開発事業、グッズ製造事業、占いコンテンツ提供事業、占いサービス提供事業
4030001019966,株式会社エイチ・アイ・テイ,埼玉県,さいたま市北区,http://www.hit-co.com,,未上場,048-783-7886,3310811,埼玉県さいたま市北区吉野町１丁目３６５番地２７,0,2001-04,公共機関向けシステム開発事業
4030002080819,有限会社ネットワークシステム,埼玉県,本庄市,,廃業や倒産している企業（合併による解散なども含む）です。,未上場,0495-21-7333,3670051,埼玉県本庄市本庄２丁目３番５９号,1,1983-06,ハードウェア製品開発事業
8040001007033,株式会社マスコットチェーン,千葉県,千葉市若葉区,http://e-mascot.com,廃業や倒産している企業（合併による解散なども含む）です。,未上場,043-232-3321,2640006,千葉県千葉市若葉区小倉台１丁目６番８号,0,,ユニフォーム販売事業、ベルト製品販売事業、学生用制服販売事業、ソックス販売事業、弁当店経営事業、水着小売業
1010001079222,フィナンシャルシステムプラン株式会社,千葉県,東金市,http://www.fspc.co.jp/index.html,,未上場,03-6222-3161,2830822,千葉県東金市季美の森東１丁目１３番地１２,5,2002-07,金融機関用システム開発事業、会計ソフトウェア開発事業、会計システムコンサルティング事業
4040001014009,株式会社あぐりーん,千葉県,千葉市中央区,https://www.agreen.jp/,,未上場,043-244-7631,2600031,千葉県千葉市中央区新千葉２丁目８番１０号,7,2009-06-29,イベントプランニング事業、イベント企画・運営事業、雇用支援事業、農業支援事業、転職支援サービス事業
5040001070298,株式会社ローレル,千葉県,我孫子市,http://www.laurel.co.jp/home,,未上場,04-7181-9191,2701176,千葉県我孫子市柴崎台２丁目１１番２３号,65,1968-01-29,通信ネットワーク開発事業、VoIPサービス提供事業
2040001090753,株式会社ジーシーエス,千葉県,松戸市,http://www.gcsystem.co.jp/index.html,,未上場,047-718-7196,2710047,千葉県松戸市西馬橋幸町１３０番地スカイタウン松戸４０１号,7,2015-06,ウェブアプリケーション開発事業、労働者派遣サービス事業、技術者派遣事業
5040001034419,株式会社ダイス,千葉県,船橋市,http://www.diceinc.co.jp/index.html,,未上場,047-463-5722,2740064,千葉県船橋市松が丘３丁目２２番２１号,1,2010-12,予約管理ソフトウェア開発事業
3040001002451,コンピュータシステムサービス株式会社,千葉県,千葉市美浜区,https://www.cmedia.co.jp,廃業や倒産している企業（合併による解散なども含む）です。,未上場,043-296-2023,2610023,千葉県千葉市美浜区中瀬１丁目３番地幕張テクノガーデンビルＣＤ棟５階,32,1979-09,ウェブアプリケーション開発事業、営業活動支援システム開発事業、レジシステム開発事業
4010001163279,SNSリアルエステート株式会社,東京都,世田谷区,http://office-consul.jp,,未上場,03-6455-1368,1580081,東京都世田谷区深沢２丁目８番１４号メゾンプルミエＭ１０３,,2014-10,不動産ポータルサイト運営事業
9013302016514,有限会社インター・コム,東京都,豊島区,http://inter56.com,,未上場,,1700005,東京都豊島区南大塚３丁目３６番７号南大塚Ｔ＆Ｔビル５Ｆ,4,2001-01,Webサイト管理代行事業
5010501003925,コンピュータ・ハイテック株式会社,東京都,台東区,https://www.cht.co.jp/chtcom/html/index.html,,未上場,,1100015,東京都台東区東上野３丁目１８番７号,85,1984-12-18,顧客情報管理システム開発事業、物流システムの開発事業、医療システム開発事業、レジシステム開発事業、製造工程管理システム開発事業
6011001038592,GMOメディア株式会社,東京都,渋谷区,https://www.gmo.media,,グロース（内国株式）,,1500031,東京都渋谷区桜丘町２６番１号,161,2000-10-13,コミュニティウェブサイト運営事業
9010001085436,株式会社バドインターナショナル,東京都,港区,https://www.bud-international.co.jp/,,未上場,03-3448-0810,1050022,東京都港区海岸１丁目１１番１号,257,1992-03-04,チラシ・パンフレット作成事業、冊子印刷事業、ポスターデザイン制作事業、フォトグラフィー事業、ポスタープリント事業、映像制作事業、イラストデザイン事業
5010001062182,ジェイエスフィット株式会社,東京都,中央区,https://www.jsfit.co.jp,,未上場,03-3242-3121,1030015,東京都中央区日本橋箱崎町４番３号,318,1965-04-01,イベントプランニング事業、研修セミナー事業、ネットワークインフラ設置事業、ウェブアプリケーション開発事業、金融機関用システム開発事業、クラウドコンピューティングサービス事業
4122001017123,株式会社ユニエイム,東京都,渋谷区,http://uniaim.co.jp,,未上場,06-6355-6688,1500012,東京都渋谷区広尾３丁目１２番３６号ワイマッツ広尾ビル５階,53,2007-06-01,販売管理ソフトウェア開発事業、顧客情報管理システム開発事業、レジシステム開発事業
3010701024384,株式会社スホ,東京都,新宿区,http://www.suhojapan.com,,未上場,03-6868-6446,1620065,東京都新宿区住吉町１番２０号角張ビル５Ｆ,10,2010-11,セキュリティソフトウェアの販売事業
1010401081430,エクシオ・デジタルソリューションズ株式会社,東京都,港区,http://www.icomsys.co.jp/wp,,未上場,03-5443-2221,1080073,東京都港区三田３丁目５番２７号,847,1973-06-01,販売管理ソフトウェア開発事業、顧客情報管理システム開発事業、金融機関用システム開発事業、公共機関向けシステム開発事業、自治体向けITソリューション開発事業、生命保険業務システム開発事業
4011701016494,株式会社ケィシステムズ,東京都,江戸川区,,廃業や倒産している企業（合併による解散なども含む）です。,未上場,03-5666-5125,1330073,東京都江戸川区鹿骨４丁目１５番７号,0,2000-05,ネットワークインフラ設置事業
7010401161284,Libris株式会社,東京都,港区,https://libris.ltd/,,未上場,,1070062,東京都港区南青山３丁目１番３６号青山丸竹ビル６Ｆ,1,2021-07-02,イベント企画・運営事業
6010001102788,マイクロウインド株式会社,東京都,千代田区,https://www.microwind.co.jp,廃業や倒産している企業（合併による解散なども含む）です。,未上場,03-3261-9031,1020072,東京都千代田区飯田橋３丁目６番７号,0,2006-09,データベース開発事業、ネットワークアプリケーション開発事業、製造システム開発事業
9010001090056,株式会社ホープス,東京都,中央区,http://www.hopes-ise.co.jp,,未上場,03-5550-8091,1040033,東京都中央区新川１丁目３－１７新川三幸ビル７階,769,1991-03-01,システムインテグレーション事業、物流システムの開発事業、会計ソフトウェア開発事業、給与計算システム開発事業、人事管理ソフトウェア開発事業、製造工程管理システム開発事業
9010701006063,株式会社都築ソフトウエア,東京都,品川区,http://www.tsuzukisoft.co.jp,,未上場,03-5721-2411,1420061,東京都品川区小山台１丁目２０番２０号,137,1970-04-01,ネットワークインフラ設置事業、販売管理ソフトウェア開発事業、制御システムエンジニアリング事業、在庫管理プログラム開発事業、通信ネットワーク開発事業、出勤管理ソフトウェア開発事業、セキュリティシステムソフトウェア開発事業、公共機関向けシステム開発事業、防災システム設計・開発事業
9010001102959,株式会社エス・イー・プロジェクト,東京都,千代田区,https://se-project.co.jp,,未上場,03-6273-7351,1020073,東京都千代田区九段北１丁目９－１１,96,1978-06-28,ウェブアプリケーション開発事業、ネットショップ構築事業、工場自動化機器製造事業、技術者派遣事業、ハードウェア製品開発事業、予約管理ソフトウェア開発事業
6030001049697,フィーチャ株式会社,東京都,豊島区,http://ficha.jp,,グロース（内国株式）,03-6907-0312,1700013,東京都豊島区東池袋３丁目１番１号,37,2005-08-01,自動車産業向けソフトウェア開発事業
3010901006265,株式会社世田谷サービス公社,東京都,世田谷区,https://www.setagaya.co.jp/index.html,,未上場,03-3419-4171,1540017,東京都世田谷区世田谷１丁目２３番２号ＤＳ第１ビル,721,1985-04,施設運営管理事業、出版事業、農地経営事業、公共施設運営業務
5012801003191,株式会社ワード・イン,東京都,立川市,http://www.word.ne.jp,廃業や倒産している企業（合併による解散なども含む）です。,未上場,042-528-2835,1900022,東京都立川市錦町５丁目１５番８号,0,1988-07,デザイン制作事業、メディアコンテンツ制作事業、サーバー管理・運用事業、データ管理システム構築事業
5011501009557,株式会社エイプス,東京都,板橋区,http://www.apes.jp/index.html,,未上場,03-6909-6751,1730004,東京都板橋区板橋１丁目１０番１４号,47,2001-09,システムインテグレーション事業、コンピュータ販売事業、製造システム開発事業
3010001142366,株式会社ワンダーシェアーソフトウェア,東京都,港区,https://www.wondershare.jp,,未上場,03-3526-3217,1080014,東京都港区芝４丁目１番２８号ＰＭＯ田町Ⅲ５階,13,2011-09,ソフトウェア流通事業、編集用ソフトウェア開発事業
8012702009194,有限会社メディカルトライシステム,東京都,小平市,http://www.medical-trys.com,,未上場,042-332-6102,1870031,東京都小平市小川東町４丁目５番１２号,22,2000-11,システムインテグレーション事業、医療施設用システム開発事業、データ解析事業、医療システム開発事業、医療施設用システム販売事業
4010401117743,株式会社テコラボ,東京都,江東区,https://www.tecolab.co.jp,,未上場,03-6447-0860,1350045,東京都江東区古石場１丁目１番２号,3,2015-07,ネットワークインフラ設置事業、サーバー管理・運用事業
9010001009683,株式会社アクティブ・ワーク,東京都,千代田区,https://www.active.co.jp,,未上場,03-3861-3591,1010032,東京都千代田区岩本町３丁目４番６号,195,1990-04-18,販売管理ソフトウェア開発事業、在庫管理プログラム開発事業、クラウドコンピューティングサービス事業、販売管理ソフトウェア販売事業、クラウドアプリケーション開発事業、オーダー管理システム開発事業、情報管理ソフトウェア販売事業
4010401098835,株式会社IR Robotics,東京都,千代田区,https://www.ir-robotics.co.jp,,未上場,03-6825-1582,1020083,東京都千代田区麹町２丁目５番１号,54,2013-11,企業の広報プランニング事業、動画ストリーミングサービス運営事業
5010901030404,株式会社ブロス,東京都,世田谷区,http://bros.studio/index.html,,未上場,03-6750-1221,1560042,東京都世田谷区羽根木１丁目１９番２０号,0,2012-05,デザイン制作事業、コンピュータグラフィック制作事業、キャラクターデザイン事業
4010401076527,株式会社アイ・エス・レーティング,東京都,中央区,http://www.israting.com,廃業や倒産している企業（合併による解散なども含む）です。,未上場,03-3273-8830,1030023,東京都中央区日本橋本町１丁目１０番２号,0,2008-05,ビジネスリサーチ事業、セキュリティモニタリング事業、セキュリティアセスメント事業
1010001015904,コムソフト株式会社,東京都,千代田区,http://www.comsoft.co.jp/index.html,,未上場,03-3237-8011,1020073,東京都千代田区九段北１丁目１２番６号,96,1981-04-27,販売管理ソフトウェア開発事業、顧客情報管理システム開発事業、金融機関用システム開発事業、通信ネットワーク開発事業、公共部門向けシステム開発事業
3010402033346,有限会社ヒミコ・ソリューションズ,東京都,港区,http://himico.com,,未上場,03-5829-8093,1050013,東京都港区浜松町２丁目２番１５号浜松町ダイヤビル２Ｆ,1,2005-01,電子部品製造加工事業
3010001092776,株式会社BNK1,東京都,中央区,http://www.axiscreate.com,廃業や倒産している企業（合併による解散なども含む）です。,未上場,03-5860-7565,1030013,東京都中央区日本橋人形町１丁目１番１１号,150,2004-01-01,ネットワークインフラ設置事業、ウェブアプリケーション開発事業、市場リサーチ事業、言語通訳・翻訳サービス事業、技術者派遣事業
7020001019007,株式会社山一情報システム,東京都,千代田区,https://www.yamaichi-inf.co.jp,,未上場,03-3526-2631,1010046,東京都千代田区神田多町２丁目１番地,263,1966-03-01,ネットワークインフラ設置事業、ネットショップ構築事業、制御システムエンジニアリング事業、給与計算システム開発事業
2010401066422,グローバル・インターネット・ジャパン株式会社,東京都,大田区,http://www.gij.com,,未上場,03-6421-8681,1450064,東京都大田区上池台２丁目１５番５号,1,2000-04,セキュリティアセスメント事業
4013202004945,有限会社パーソナルソフトコンサルタント,東京都,目黒区,http://psct.co.jp,,未上場,03-3791-2971,1530052,東京都目黒区祐天寺２丁目１５番１６号,,,ソフトウェア流通事業、会計ソフトウェア開発事業、情報入力アウトソーシング事業
6010001136927,株式会社ファインゲート,東京都,千代田区,http://www.finegate.co.jp,,未上場,03-5357-1480,1010061,東京都千代田区神田三崎町２丁目１６番９号,27,2009-12-01,内装施工事業、ネットワークインフラ設置事業、ネットショップ構築事業、販売管理ソフトウェア開発事業、顧客情報管理システム開発事業、サーバー管理・運用事業、防災システム設計・開発事業
7010701026311,株式会社アブストラクト,東京都,千代田区,http://www.abstract.co.jp,,未上場,03-6421-7101,1000006,東京都千代田区有楽町１丁目７番１号有楽町電気ビルヂング,40,2009-08-01,顧客情報管理システム開発事業、在庫管理プログラム開発事業、金融機関用システム開発事業、医療システム開発事業、企業向けシステム開発事業、公共機関向けシステム開発事業
1012401018214,日本テクニカルシステム株式会社,東京都,武蔵野市,http://www.n-technical.co.jp,,未上場,0422-27-7891,1800022,東京都武蔵野市境２丁目１２番１号,67,1988-12-14,ウェブアプリケーション開発事業、組み込みシステム開発事業、技術者派遣事業
6030001047858,株式会社ナックプロ,東京都,板橋区,http://www.nak-pro.com/index.html,,未上場,048-450-1212,1750091,東京都板橋区三園２丁目１８番１２号,7,2000-07,プリント配線板製造事業、電子部品流通業、プリント基板回路設計事業、プリント基板卸売事業
6011001071453,株式会社メディア・スタッフ,東京都,渋谷区,http://www.mediastaff.co.jp/index.html,,未上場,03-6419-7979,1500002,東京都渋谷区渋谷２丁目６番１２号ベルデ青山ビル３Ｆ,18,1990-06-01,ウェブアプリケーション開発事業、システムインテグレーション事業、システムマネジメント事業
